11.9322 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x12dfc7d68>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x130991630>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 0.0], screen=0, size=array([800, 900]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.2605 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
16.2615 	EXP 	New trial (rep=0, index=0): None
16.2634 	EXP 	RatingScale rating_3: reset()
16.2916 	EXP 	InstructArousalText: autoDraw = False
16.2916 	EXP 	WordPresentation: autoDraw = True
16.2916 	EXP 	rating_3: autoDraw = True
16.2916 	EXP 	ArousalGuide: autoDraw = True
17.1841 	DATA 	Mouse: Left button down, pos=(453,284)
17.1851 	DATA 	RatingScale rating_3: (mouse single-click) rating=7
17.1852 	DATA 	RatingScale rating_3: rating RT=0.920
17.1852 	DATA 	RatingScale rating_3: history=[(None, 0.0), (7, 0.92)]
17.1989 	EXP 	RatingScale ValenceRating: reset()
17.2288 	EXP 	WordPresentation: autoDraw = False
17.2288 	EXP 	rating_3: autoDraw = False
17.2288 	EXP 	ArousalGuide: autoDraw = False
17.2288 	EXP 	WordPresentation2: autoDraw = True
17.2288 	EXP 	ValenceImage: autoDraw = True
17.2288 	EXP 	ValenceRating: autoDraw = True
17.2442 	DATA 	Mouse:  Left button up, pos=(453,284)
19.2223 	DATA 	Mouse: Left button down, pos=(406,277)
19.2231 	DATA 	RatingScale ValenceRating: (mouse single-click) rating=5
19.2231 	DATA 	RatingScale ValenceRating: rating RT=2.023
19.2232 	DATA 	RatingScale ValenceRating: history=[(None, 0.0), (7, 0.013), (6, 0.443), (5, 0.574), (5, 2.023)]
19.2371 	EXP 	New trial (rep=1, index=0): None
19.2393 	EXP 	RatingScale rating_3: reset()
19.2502 	EXP 	WordPresentation2: autoDraw = False
19.2502 	EXP 	ValenceImage: autoDraw = False
19.2502 	EXP 	ValenceRating: autoDraw = False
19.2502 	EXP 	WordPresentation: autoDraw = True
19.2502 	EXP 	rating_3: autoDraw = True
19.2502 	EXP 	ArousalGuide: autoDraw = True
19.3049 	DATA 	Mouse:  Left button up, pos=(406,277)
21.3109 	DATA 	Mouse: Left button down, pos=(449,275)
21.3115 	DATA 	RatingScale rating_3: (mouse single-click) rating=7
21.3115 	DATA 	RatingScale rating_3: rating RT=2.071
21.3115 	DATA 	RatingScale rating_3: history=[(None, 0.0), (5, 0.003), (6, 0.686), (7, 0.905), (7, 2.071)]
21.3352 	EXP 	RatingScale ValenceRating: reset()
21.3556 	EXP 	WordPresentation: autoDraw = False
21.3556 	EXP 	rating_3: autoDraw = False
21.3556 	EXP 	ArousalGuide: autoDraw = False
21.3556 	EXP 	WordPresentation2: autoDraw = True
21.3556 	EXP 	ValenceImage: autoDraw = True
21.3556 	EXP 	ValenceRating: autoDraw = True
21.4275 	DATA 	Mouse:  Left button up, pos=(449,275)
22.6302 	DATA 	Mouse: Left button down, pos=(449,275)
22.6309 	DATA 	RatingScale ValenceRating: (mouse single-click) rating=7
22.6309 	DATA 	RatingScale ValenceRating: rating RT=1.295
22.6309 	DATA 	RatingScale ValenceRating: history=[(None, 0.0), (7, 0.004), (7, 1.295)]
22.6452 	EXP 	New trial (rep=2, index=0): None
22.6545 	EXP 	RatingScale rating_3: reset()
22.6768 	EXP 	WordPresentation2: autoDraw = False
22.6768 	EXP 	ValenceImage: autoDraw = False
22.6768 	EXP 	ValenceRating: autoDraw = False
22.6768 	EXP 	WordPresentation: autoDraw = True
22.6768 	EXP 	rating_3: autoDraw = True
22.6768 	EXP 	ArousalGuide: autoDraw = True
22.6862 	DATA 	Mouse:  Left button up, pos=(449,275)
23.0654 	DATA 	Mouse: Left button down, pos=(449,275)
23.0661 	DATA 	RatingScale rating_3: (mouse single-click) rating=7
23.0661 	DATA 	RatingScale rating_3: rating RT=0.411
23.0661 	DATA 	RatingScale rating_3: history=[(None, 0.0), (7, 0.003), (7, 0.411)]
23.0892 	EXP 	RatingScale ValenceRating: reset()
23.1104 	EXP 	WordPresentation: autoDraw = False
23.1104 	EXP 	rating_3: autoDraw = False
23.1104 	EXP 	ArousalGuide: autoDraw = False
23.1104 	EXP 	WordPresentation2: autoDraw = True
23.1104 	EXP 	ValenceImage: autoDraw = True
23.1104 	EXP 	ValenceRating: autoDraw = True
23.1202 	DATA 	Mouse:  Left button up, pos=(449,275)
23.2664 	DATA 	Mouse: Left button down, pos=(449,275)
23.2846 	DATA 	Mouse:  Left button up, pos=(449,275)
23.3845 	DATA 	Mouse: Left button down, pos=(449,275)
23.4319 	DATA 	Mouse:  Left button up, pos=(449,275)
23.5014 	DATA 	Mouse: Left button down, pos=(449,275)
23.5168 	DATA 	RatingScale ValenceRating: (mouse single-click) rating=7
23.5169 	DATA 	RatingScale ValenceRating: rating RT=0.427
23.5169 	DATA 	RatingScale ValenceRating: history=[(None, 0.0), (7, 0.004), (7, 0.427)]
23.5303 	EXP 	New trial (rep=3, index=0): None
23.5393 	EXP 	RatingScale rating_3: reset()
23.5622 	EXP 	WordPresentation2: autoDraw = False
23.5622 	EXP 	ValenceImage: autoDraw = False
23.5622 	EXP 	ValenceRating: autoDraw = False
23.5622 	EXP 	WordPresentation: autoDraw = True
23.5622 	EXP 	rating_3: autoDraw = True
23.5622 	EXP 	ArousalGuide: autoDraw = True
23.5717 	DATA 	Mouse:  Left button up, pos=(449,275)
23.9009 	DATA 	Mouse: Left button down, pos=(449,275)
23.9506 	DATA 	RatingScale rating_3: (mouse single-click) rating=7
23.9506 	DATA 	RatingScale rating_3: rating RT=0.410
23.9506 	DATA 	RatingScale rating_3: history=[(None, 0.0), (7, 0.003), (7, 0.41)]
23.9743 	EXP 	RatingScale ValenceRating: reset()
23.9790 	DATA 	Mouse:  Left button up, pos=(449,275)
23.9957 	EXP 	WordPresentation: autoDraw = False
23.9957 	EXP 	rating_3: autoDraw = False
23.9957 	EXP 	ArousalGuide: autoDraw = False
23.9957 	EXP 	WordPresentation2: autoDraw = True
23.9957 	EXP 	ValenceImage: autoDraw = True
23.9957 	EXP 	ValenceRating: autoDraw = True
24.2180 	DATA 	Mouse: Left button down, pos=(449,275)
24.2855 	DATA 	Mouse:  Left button up, pos=(449,275)
24.5373 	DATA 	Mouse: Left button down, pos=(449,275)
24.5378 	DATA 	RatingScale ValenceRating: (mouse single-click) rating=7
24.5379 	DATA 	RatingScale ValenceRating: rating RT=0.562
24.5379 	DATA 	RatingScale ValenceRating: history=[(None, 0.0), (7, 0.243), (7, 0.562)]
24.5497 	EXP 	New trial (rep=4, index=0): None
24.5581 	EXP 	RatingScale rating_3: reset()
24.5806 	EXP 	WordPresentation2: autoDraw = False
24.5806 	EXP 	ValenceImage: autoDraw = False
24.5806 	EXP 	ValenceRating: autoDraw = False
24.5806 	EXP 	WordPresentation: autoDraw = True
24.5806 	EXP 	rating_3: autoDraw = True
24.5806 	EXP 	ArousalGuide: autoDraw = True
24.6019 	DATA 	Mouse:  Left button up, pos=(449,275)
25.0218 	DATA 	Mouse: Left button down, pos=(449,275)
25.0224 	DATA 	RatingScale rating_3: (mouse single-click) rating=7
25.0224 	DATA 	RatingScale rating_3: rating RT=0.463
25.0224 	DATA 	RatingScale rating_3: history=[(None, 0.0), (7, 0.003), (7, 0.463)]
25.0450 	EXP 	RatingScale ValenceRating: reset()
25.0653 	EXP 	WordPresentation: autoDraw = False
25.0653 	EXP 	rating_3: autoDraw = False
25.0653 	EXP 	ArousalGuide: autoDraw = False
25.0653 	EXP 	WordPresentation2: autoDraw = True
25.0653 	EXP 	ValenceImage: autoDraw = True
25.0653 	EXP 	ValenceRating: autoDraw = True
25.0724 	DATA 	Mouse:  Left button up, pos=(449,275)
25.4761 	DATA 	Mouse: Left button down, pos=(449,275)
25.4876 	DATA 	RatingScale ValenceRating: (mouse single-click) rating=7
25.4877 	DATA 	RatingScale ValenceRating: rating RT=0.442
25.4877 	DATA 	RatingScale ValenceRating: history=[(None, 0.0), (7, 0.003), (7, 0.442)]
25.5174 	EXP 	WordPresentation2: autoDraw = False
25.5174 	EXP 	ValenceImage: autoDraw = False
25.5174 	EXP 	ValenceRating: autoDraw = False
25.5174 	EXP 	GoodbyeText: autoDraw = True
25.5354 	DATA 	Mouse:  Left button up, pos=(449,275)
26.3895 	DATA 	Mouse: Left button down, pos=(354,364)
26.4544 	DATA 	Mouse:  Left button up, pos=(354,364)
26.5205 	EXP 	GoodbyeText: autoDraw = False
26.5574 	EXP 	window1: mouseVisible = True
